codigo,precio,direccion,latitud,longitud,razon_social,distribuidor,nom_comuna,nom_region
pe1210103,1403.4333,Av.España esquina Jose Gonzalez 01390,-53.13865849,-70.89014053,DISAUSTRAL TDF spa,PETROBRAS,Punta Arenas,Magallanes y de la Antártica Chilena
pe1210104,1401,Avda. Edo. Frei 314,-53.14673119,-70.9262607,Transportes KMT Spa,PETROBRAS,Punta Arenas,Magallanes y de la Antártica Chilena
pe1240101,1437.3334,Pedro Montt 26,-51.72458253,-72.51045227,DISAUSTRAL TDF SPA,PETROBRAS,Natales,Magallanes y de la Antártica Chilena
pe1240102,1437.3334,OVEJERO 995,-51.7334992,-72.4891651,PLAN B SPA,PETROBRAS,Natales,Magallanes y de la Antártica Chilena
pe1310201 ,1348,Avenida Américo Vespucio 2901,-33.51943843,-70.70721388,Alejandro Apablaza Mella,PETROBRAS,Cerrillos,Metropolitana de Santiago
pe1310401,1385.7693,Americo Vespucio 1880,-33.36755108,-70.68179727,#NAME?,PETROBRAS,Conchalí,Metropolitana de Santiago
pe1310404,1358,Avenida Independencia 4905,-33.38368706,-70.68083704,Sociedad Comercial Ricardo Calvo y CÃ­a. Ltda.,PETROBRAS,Conchalí,Metropolitana de Santiago
pe1310501,1352,Gran Avenida 10078,-33.55262105,-70.67349851,Lecandauribe Spa,PETROBRAS,El Bosque,Metropolitana de Santiago
pe1310502,1344.5294,Gran Avenida 9549,-33.54609374,-70.6690675,Esmax red limitada,PETROBRAS,El Bosque,Metropolitana de Santiago
pe1310601,1337.3,Gladys Marín Millie 6475,-33.46311376,-70.72308183,79.706.120-4,PETROBRAS,Estación Central,Metropolitana de Santiago
pe1310602,1319.3928,Avenida Bernardo OHiggins 5027,-33.45656627,-70.70447266,Comercial Sima Ltda,PETROBRAS,Estación Central,Metropolitana de Santiago
pe1310701,1402.8,Pedro Fontova 7523,-33.35203943,-70.67008138,--,PETROBRAS,Huechuraba,Metropolitana de Santiago
pe1310702,1346.6,Avenida Américo Vespucio 071,-33.39268106,-70.62669396,Santa carolina Inversiones SpA.,PETROBRAS,Huechuraba,Metropolitana de Santiago
pe1310802,1373.75,Av Frei Montalva 2797,-33.40324154,-70.68122864,Mandiola limitada,PETROBRAS,Independencia,Metropolitana de Santiago
pe1310901,1354.1578,Gran Avenida 7390,-33.52312353,-70.66018939,PETROBRAS CHILE RED LIMITADA,PETROBRAS,La Cisterna,Metropolitana de Santiago
pe1310902,1355,Gran Avenida 8501,-33.53335289,-70.66362262,MARTA RIESLE E HIJOS LTDA,PETROBRAS,La Cisterna,Metropolitana de Santiago
pe1311001,1330,Camilo Henriquez 3674,-33.56729676,-70.55529356,Esmax red ltda,PETROBRAS,Puente Alto,Metropolitana de Santiago
pe1311003,1382.0625,Rojas Magallanes 1459,-33.53604698,-70.5737257,PETROBRAS CHILE RED LTDA,PETROBRAS,La Florida,Metropolitana de Santiago
pe1311004,1372.5,Vicuña Mackenna 9815,-33.54691639,-70.58845103,Esmax red ltda,PETROBRAS,La Florida,Metropolitana de Santiago
pe1311101,1346,Santa Rosa 10302,-33.55481608,-70.63132882,ALEJANDRO APABLAZA MELLA,PETROBRAS,La Granja,Metropolitana de Santiago
pe1311201,1346,Santa Rosa 10801,-33.56049117,-70.63108861,ALEJANDRO OCTAVIO APABLAZA MELLA,PETROBRAS,La Pintana,Metropolitana de Santiago
pe1311301,1364.625,Príncipe De Gales 9200,-33.44143757,-70.53480148,79706120-4,ARAMCO,La Reina,Metropolitana de Santiago
pe1311304,1365.5883,Avenida José Arrieta 7398,-33.46239772,-70.55209637,JP CEPPI SpA,PETROBRAS,La Reina,Metropolitana de Santiago
pe1311402,1386.3572,Manquehue sur 1590,-33.42483773,-70.56340456,Esmax Red Limitada,ARAMCO,Las Condes,Metropolitana de Santiago
pe1311403,1388.0555,Avenida Las Condes 12373,-33.37284645,-70.51708817,ESMAX RED LIMITADA,PETROBRAS,Las Condes,Metropolitana de Santiago
pe1311404,1401.5, Avenida Manquehue 415,-33.40477311,-70.56839347,#NAME?,PETROBRAS,Las Condes,Metropolitana de Santiago
pe1311405,1396.0526,Cristobal Colon 7550,-33.41766945,-70.55214465,PETROBRAS CHILE RED LTDA.,PETROBRAS,Las Condes,Metropolitana de Santiago
pe1311502,1398,Los Trapenses 3515,-33.34279028,-70.54563224,Esmax Red Limitada,ARAMCO,Lo Barnechea,Metropolitana de Santiago
pe1311503,1400.0667,Avenida La Dehesa 1445,-33.35984489,-70.51602066,Distribuidora y comercializadora SV SPA,PETROBRAS,Lo Barnechea,Metropolitana de Santiago
pe1311701,1349.6666,San Pablo 6256,-33.44452619,-70.72394013,SOCIEDAD COMERCIAL CHICAUMA LIMITADA,PETROBRAS,Lo Prado,Metropolitana de Santiago
pe1311901 ,1267.6666,Avenida Parque Central Poniente 21,-33.55452103,-70.79550147,Esmax Red Ltda,PETROBRAS,Maipú,Metropolitana de Santiago
pe1311902,1330.64,Avenida Americo Vespucio 1677,-33.47369252,-70.75827241,Esmax Red Limitada,PETROBRAS,Maipú,Metropolitana de Santiago
pe1311903,1330.8823,Avenida Pajaritos 3439,-33.495893,-70.75708151,INGRESAR RAZON SOCIAL,PETROBRAS,Maipú,Metropolitana de Santiago
pe1311904,1348.4375,Camino a Melipilla 11065,-33.52143305,-70.74647069,Dist. y Com.Valenzuela y Castillo  ltda,PETROBRAS,Maipú,Metropolitana de Santiago
pe1312002,1333.5,José Pedro Alessandri 475,-33.45935897,-70.59835911,--,PETROBRAS,Ñuñoa,Metropolitana de Santiago
pe1312003,1369.6666,Avenida Ricardo Lyon 2633,-33.44521104,-70.60310662,DISTRIBUIDORA WITSEL SPA ,PETROBRAS,Ñuñoa,Metropolitana de Santiago
pe1312004,1341.3334,Avenida Grecia 1060,-33.46106856,-70.62033176,Cousin Ltda.      rut 77829720-5,PETROBRAS,Ñuñoa,Metropolitana de Santiago
pe1312101,1349.3334,Avenida Central 3259,-33.48235058,-70.68718851,DISTRIBUIDORA DE COMBUSTIBLE NOVA VIDA LTDA,PETROBRAS,Cerrillos,Metropolitana de Santiago
pe1312201,1287,Tobalaba 12155,-33.48648914,-70.55889845,Esmax Red Ltda.,PETROBRAS,Peñalolén,Metropolitana de Santiago
pe1312202,1353.8422,Avenida José Arrieta 6175,-33.46072843,-70.56814134,comercial e inv. soto rojas ltda,PETROBRAS,Peñalolén,Metropolitana de Santiago
pe1312301,1340.3334,Franacisco Bilbao 1482,-33.43885469,-70.61422169,esmax red Limitada,PETROBRAS,Providencia,Metropolitana de Santiago
pe1312302,1381.4375,Eliodoro Yañez 921,-33.4337245,-70.62296569,#NAME?,PETROBRAS,Providencia,Metropolitana de Santiago
pe1312303,1331.64,Avenida Santa María 2890,-33.41225143,-70.60740083,INVERSIONES SANTA VICTORIA SPA,SHELL,Providencia,Metropolitana de Santiago
pe1312401,1404.3334,Avenida Vespucio Norte Express 1273,-33.43455717,-70.78562021,Esmax Red Limitada,ARAMCO,Pudahuel,Metropolitana de Santiago
pe1312402,1396.1538,"Ruta 68, Km 7 1/ 2",-33.4421314,-70.79126358,#NAME?,PETROBRAS,Pudahuel,Metropolitana de Santiago
pe1312501,1355.5294,O'Higgins 99,-33.3653289,-70.73044717,--,PETROBRAS,Quilicura,Metropolitana de Santiago
pe1312502,1280,San Martín 599,-33.37001512,-70.73838115,Comercializadora de Combustibles LyT Spa,PETROBRAS,Quilicura,Metropolitana de Santiago
pe1312602 ,1362.4117,Avenida Carrascal 6450,-33.41439181,-70.71795881,DISTRIBUIDORA Y COMERCIALIZADORA SV SPA,PETROBRAS,Cerro Navia,Metropolitana de Santiago
pe1312603,1382.2,CARRASCAL 3908,-33.42452131,-70.68737148,Autogasco S.A ,AUTOGASCO,Quinta Normal,Metropolitana de Santiago
pe1312701,1324.8823,Arzobispo Valdivieso 384,-33.41399329,-70.63887119,Sociedad Comercial Ricardo Calvo y  Ci?a. Ltda.,PETROBRAS,Recoleta,Metropolitana de Santiago
pe1312702,1248,Bellavista 135,-33.43405578,-70.64009428,DISTRIBUIDORA Y COMERCIALIZADORA SV SPA,PETROBRAS,Recoleta,Metropolitana de Santiago
pe1312801,1343,Domingo Santa María 3925,-33.4065196,-70.70015967,Mandiola Limitada.,PETROBRAS,Renca,Metropolitana de Santiago
pe1312901,1350,Santa Rosa 2414,-33.47689633,-70.64167142,Alejandro Octavio Apablaza Mella,PETROBRAS,San Joaquín,Metropolitana de Santiago
pe1313001,1356,Santa Rosa 5909,-33.51331562,-70.63763201,SOC COMERCIALIZADORA BENJAMIN LILLO E HIJOS LIMITADA RUT: 77.647.670-6,PETROBRAS,San Miguel,Metropolitana de Santiago
pe1313002,1283,San Ignacio 2470,-33.47712006,-70.65356433,HIM Ingenieria en Servicios SPA,SHELL,San Miguel,Metropolitana de Santiago
pe1313003,1365.8948,Gran Avenida 4613,-33.49614351,-70.65310299,Esmax red ltda,PETROBRAS,San Miguel,Metropolitana de Santiago
pe1313101,1284,Avenida Santa Rosa 8751,-33.54036629,-70.63457966,Benjamin Lillo E Hijos LTDA 77647670-6,PETROBRAS,San Ramón,Metropolitana de Santiago
pe1313201,1407.5294,Luis Pasteur 6725,-33.37985492,-70.56973994,VOSSA SPA,PETROBRAS,Vitacura,Metropolitana de Santiago
pe1313202,1403.6154,Vitacura 8841,-33.38425593,-70.55144191,PETROBRAS CHILE RED LTDA.,ARAMCO,Vitacura,Metropolitana de Santiago
pe1313203,1412.9445,Américo Vespucio 1665,-33.39887956,-70.5871582,Esmax Red Limitada,ARAMCO,Vitacura,Metropolitana de Santiago
pe1320101,1385.5555,Concha Y Toro 555,-33.60624255,-70.57606459,Esmax red ltda,PETROBRAS,Puente Alto,Metropolitana de Santiago
pe1320301,1382,Camino al Volcan 10751,-33.5833217,-70.3982511,Alejandro Apablaza Mella,PETROBRAS,San José de Maipo,Metropolitana de Santiago
pe1330101 ,1379.6,Ruta 5 Norte Km 28,-33.21919483,-70.76542854,petrobras chile red ltda. // 79706120-4,PETROBRAS,Colina,Metropolitana de Santiago
pe1330102,1402,Chicureo 2300,-33.2860968,-70.675093,Petrobras ltda.,PETROBRAS,Colina,Metropolitana de Santiago
pe1330103,1396.6666,Caletera oriente ruta Los Libertadores 22909,-33.206517,-70.665909,Sata carolina Inversiones SpA,PETROBRAS,Colina,Metropolitana de Santiago
pe1330201,1374.1333,Av la montaña sur 2394,-33.32399,-70.745407,Esmax red limitada ,PETROBRAS,Lampa,Metropolitana de Santiago
pe1340101,1310,Avenida Padre Hurtado 15771,-33.6048765,-70.68257511,Dist. y Com. Valenzuela y Castillo ltda    Rut.77275420-5,PETROBRAS,San Bernardo,Metropolitana de Santiago
pe1340102,1305,Freire 301,-33.59043844,-70.70293307,Distribuidora y Comercializadora Valenzuela y Castillo Ltda,PETROBRAS,San Bernardo,Metropolitana de Santiago
pe1340201 ,1399.1111,Panamericana Sur km. 260,-33.73288782,-70.73331177,Comercial SIMA Ltda.,PETROBRAS,Buin,Metropolitana de Santiago
pe1340203,1402.4,Camino Buin Maipo 2876,-33.731526,-70.772395,Henderson Macqueen Ltda ,PETROBRAS,Buin,Metropolitana de Santiago
pe1350101,1402.625,Avenida Vicuña Mackenna 551,-33.68044331,-71.21433914,EPM SpA,PETROBRAS,Melipilla,Metropolitana de Santiago
pe1360101,1373.8889,Avenida Bernardo O'Higgins 292,-33.66046475,-70.91962874,Distribuidora Pilimary Spa,PETROBRAS,Talagante,Metropolitana de Santiago
pe1360102,1347.4375,Camino Melipilla 7022,-33.633571,-70.875138,Esmax Red Limitada,ARAMCO,Talagante,Metropolitana de Santiago
pe1360501,1330,Balmaceda 1435,-33.6136588,-70.86072743,Comercializadora y Distribuidora Hasime Ltda.,PETROBRAS,Peñaflor,Metropolitana de Santiago
pe1360502,1317.5,Avda  Bilbao 281,-33.601269,-70.875558,Distribuidora de Combustibles Petrocentro Limitada,PETROBRAS,Peñaflor,Metropolitana de Santiago
pe1410101,1413.5,Picarte 1027,-39.81716463,-73.23477745,Sociedad Jorge Contreras Cañas y Cia. Ltda.,PETROBRAS,Valdivia,De los Ríos
pe1410102,1405.5278,Picarte  esq. Rubén Darío 3050,-39.83829885,-73.20958614,Sociedad Jorge Contreras y Cia. Ltda.,PETROBRAS,Valdivia,De los Ríos
pe1410103,1406.5264,Avda Pedro Montt 1527,-39.819586,-73.24521,DISTRIBUIDORA DE COMBUSTIBLE STUARDO SPA,Sin Bandera,Valdivia,De los Ríos
pe1410104,1407.2858,Anibal Pinto 1785,-39.824892,-73.239876,MC INVERSIONES,PETROBRAS,Valdivia,De los Ríos
pe1410801,1426.6,Martínez de Rozas esq. Prat 367,-39.64333797,-72.32793331,Acevedo y Cia Ltda. / Rut: 79500470-k ,PETROBRAS,Panguipulli,De los Ríos
pe1420201,1406.9524,Panamericana Sur km. 888,-40.32514995,-72.98915148,Servicentros del sur ltda,PETROBRAS,La Unión,De los Ríos
pe1420203,1399.7709,Juan Fisher 300,-40.292423,-73.071063,Comercializadora Cartiz SpA,PETROBRAS,La Unión,De los Ríos
pe1420401,1400.7709,Comercio 903,-40.33775338,-72.95604229,COMERCIALIZADORA CARTIZ SPA,PETROBRAS,Río Bueno,De los Ríos
pe1510101,1311,18 de Septiembre/Lastarria 1709,-18.48493337,-70.30287623,sociedad comercial las nortinas limitada // 78874590-7,PETROBRAS,Arica,Arica y Parinacota
pe1510102,1393.4166,Av. Diego Portales 2462,-18.48749752,-70.28859884,Sociedad Comercial y Administradoras las Nortinas Ltda. Rut: 78.874.590-7,PETROBRAS,Arica,Arica y Parinacota
pe1510103,1398.1052,General Velásquez 922,-18.47503505,-70.31542361,Sociedad Administradora y Comercializadora Las Nortinas Ltda.,PETROBRAS,Arica,Arica y Parinacota
pe1510104,1393.1875,AVDA. CAPITAN AVALOS 2220,-18.477044,-70.314533,SODUCHTACOL S.A. / 96.656.720-1,PETROBRAS,Arica,Arica y Parinacota
pe1520301,1426.4286,Concepción 611,-40.32116,-72.482212,Fullenergy SPA,FullEnergy,Lago Ranco,De los Ríos
pe210101,1410.238,Avda. Grecia 430,-23.67040328,-70.40696961,Esmax Red Limitada,ARAMCO,Antofagasta,Antofagasta
pe210102,1402.7142,Av. Argentina 2802,-23.64912616,-70.3927812,Sociedad de Ingeniería y Servicios de Mantención Integral INGEMAN Limitada,PETROBRAS,Antofagasta,Antofagasta
pe210103,1386.6875,Av. Cabo Juan Bolivar 907 esquina Huamachuco,-23.58652027,-70.38077831,Inversiones y Servicios Petroleum SPA,PETROBRAS,Antofagasta,Antofagasta
pe210105,1402.0869,Av. Antonio Rendic 6850,-23.60927074,-70.38443416,Esmax Red Limitada,ARAMCO,Antofagasta,Antofagasta
pe210106,1419.75,Av. Edmundo Pérez Zujovic 5030,-23.62286605,-70.39412498,Esmax Red Limitada,ARAMCO,Antofagasta,Antofagasta
pe210107,1399.6511,PEDRO AGUIRRE CERDA 11385,-23.55733361,-70.39168946,Esmax Red Limitada,ARAMCO,Antofagasta,Antofagasta
pe210108,1408.4849,Avda Pedro Aguirre Cerda 10850,-23.56365044,-70.39075933,Esmax Red Limitada,ARAMCO,Antofagasta,Antofagasta
pe210109,1406.4043,"Panamericana Norte KM 1352, Antofagasta",-23.78360791,-70.31660976,INVERSIONES Y SERVICIOS LICANCABUR LIMITADA,PETROBRAS,Antofagasta,Antofagasta
pe220101,1416.3784,Av. Chorrillos / Latorre 2687,-22.45357243,-68.92614126,COMERCIALIZADORA Y  DISTRIBUIDORA VERGARA S.A.,PETROBRAS,Calama,Antofagasta
pe220102,1414,Balmaceda 4450,-22.43470696,-68.91663551,COMERCIALIZADORA Y DISTRIBUIDORA VERGARA S.A.,PETROBRAS,Calama,Antofagasta
pe220103,1415.9333,Av. Miguel Grau 1064,-22.44453914,-68.91112089,Comercializadora  FBD  SPA,PETROBRAS,Calama,Antofagasta
pe310101,1394.8422,Camino a Diego de Almagro 660,-27.3849909,-70.2985096,SOC. ALMC. VENTA Y DIST. DE COMB Y  LUB.,PETROBRAS,Copiapó,Atacama
pe310102,1395.3334,Panamericana Norte  s/n 00,-27.37330601,-70.33681691,Servicentro Pietro Depetris e Hijos y Cia. Ltda.,PETROBRAS,Copiapó,Atacama
pe310103,1399.0605,Av. Copayapu 957,-27.3717149,-70.33157051,"Comercial Marambio, Alonso y Compañía Limitada",PETROBRAS,Copiapó,Atacama
pe310104,1314,Av Los Carreras 3131,-27.38501754,-70.30669707,COMERCIAL MARAMBIO ALONSO Y CIA. LTDA,PETROBRAS,Copiapó,Atacama
pe310201,1395.1538,Panamericana Norte km. 877,-27.07044721,-70.80626786,GLADIC Y BIANCHI SPA,PETROBRAS,Caldera,Atacama
pe320101,1372,Panamericana Norte Siete 0,-26.33728767,-70.60803652,INMOBILIARIA E INVERSIONES SAN JOSE LTDA,PETROBRAS,Chañaral,Atacama
pe330101,1399.262,Panamericana Norte cruce huasco 0,-28.57287657,-70.78615665,INMOBILIARIA E INVERSIONES SAN JOSE LTDA / RUT: 78.876.140-6,PETROBRAS,Vallenar,Atacama
pe410101,1295,Balmaceda 1665,-29.91616409,-71.25311852,ESMAX RED LIMITADA,PETROBRAS,La Serena,Coquimbo
pe410102,1382.3062,Balmaceda 3464,-29.93250159,-71.25930905,S y S Combustibles Limitada,PETROBRAS,La Serena,Coquimbo
pe410103,1415.7037,Ruta 5 Norte esq. Juan de Dios Peni 0,-29.90792923,-71.25701308,DISTRIBUIDORA Y COMERCIAL D HEDBERG SPA,PETROBRAS,La Serena,Coquimbo
pe410104,1394.3529,Avda. Cuatro Esquinas 1580,-29.94494948,-71.24097324,Inversiones Lugo Ltda,PETROBRAS,La Serena,Coquimbo
pe410105,1390.38,Avenida Guillermo Ulriksen 1630,-29.920285,-71.233636,SyS Combustibles Limitada,PETROBRAS,La Serena,Coquimbo
pe410201,1387.2,Darío Salas 301,-29.97629297,-71.34494077,Distribuidora y Comercial D.G.P SPA ,PETROBRAS,Coquimbo,Coquimbo
pe410202,1401.25,Panamericana 5 Norte/cruce La Cantera 2100,-29.96389981,-71.31815672,Distribuidora y Comercial D.G.P SPA ,PETROBRAS,Coquimbo,Coquimbo
pe410601,1388.1765,RUTA 41 N 037 KM 79 0,-29.98053315,-70.56278663,DISTRIBUIDORA DE COMBUSTIBLES TRES-A LIMITADA,PETROBRAS,Vicuña,Coquimbo
pe420301,1402.1052,Panamericana Norte km. 225. camino central el espino 225,-31.900131,-71.490812,Comercial Manriquez y Alvarez SPA,PETROBRAS,Los Vilos,Coquimbo
pe430101,1398.4073,Vicuña Mackenna esq Libertad 955,-30.60589312,-71.20975256,Samuel Rojo M y Cia Ltda,PETROBRAS,Ovalle,Coquimbo
pe430301,1401.8445,Camino Troncal 0,-30.69727083,-70.96081406,Samuel Rojo M y cia Ltda,PETROBRAS,Monte Patria,Coquimbo
pe510101,1336.3077,Levarte 1050,-33.03985983,-71.64510727,Servimarc Ltda. ,PETROBRAS,Valparaíso,Valparaíso
pe510104,1367.1136,Av. Argentina 710,-33.04947827,-71.60355985,Marisa Crignola Gerini,PETROBRAS,Valparaíso,Valparaíso
pe510105,1396.7916,Ruta 68 1150,-33.11817976,-71.56116486,OPERACIONES COMERCIALES LTDA.,PETROBRAS,Valparaíso,Valparaíso
pe510106,1326.2115,Av. Playa Ancha 780,-33.02606662,-71.63972676,Combustibles Mam y Compañía Limitada,PETROBRAS,Valparaíso,Valparaíso
pe510602,1395.9286,Freire esq. Lo Gamboa 0,-33.04202733,-71.42705441,Eduardo Leiva Estacion de Servicios EIRL,PETROBRAS,Quilpué,Valparaíso
pe510901,1352.7,Chacabuco esq. Rodríguez 0,-33.04596647,-71.61583364,Combustibles mam y cia ltda.,PETROBRAS,Valparaíso,Valparaíso
pe510903,1377.5366,Av. Jorge Montt 1700,-33.0046867,-71.549685,ESMAX RED LIMITADA,PETROBRAS,Viña del Mar,Valparaíso
pe510904,1382.6801,San Martín esq. 6 Norte 0,-33.01637815,-71.55672848,Esmax red limitada,PETROBRAS,Viña del Mar,Valparaíso
pe530101,1380.6666,Av. Argentina esq. Maipú 290,-32.83044083,-70.59604704,RODRIGO CONCHA LETTER,PETROBRAS,Los Andes,Valparaíso
pe530102,1395.3158,Santa Teresita esq. Los Villares 285,-32.83061663,-70.60225904,Distribuidora de Combustible S&J Ltda,PETROBRAS,Los Andes,Valparaíso
pe540101,1393.72,Portales esq. Manuel Gaete 1120,-32.45181113,-71.23924613,Van Go It Spa,PETROBRAS,La Ligua,Valparaíso
pe550101,1403.25,Maipú 498,-32.87920424,-71.24921858,COMERCIAL SILVA LIMITADA,PETROBRAS,Quillota,Valparaíso
pe550102,1383.5428,AV. Juan Bautista Alberdi 1300,-32.895957,-71.260447,DISTRIBUIDORA DE COMUSTIBLES ARV SPA,PETROBRAS,Quillota,Valparaíso
pe550201,1335.875,Caupolicán esq. Diego Lillo (antes M. Rodriguez) 803,-32.78637256,-71.19226456,Comercial Baoli Ltda.  ,PETROBRAS,Calera,Valparaíso
pe550502,1397.2,"RUTA 64, KM. 23 TABOLANGO",-32.93083722,-71.36270032,INVERSIONES GO SPA,PETROBRAS,Limache,Valparaíso
pe560401,1394.4359,Isidoro Dubornais 3361,-33.4346992,-71.6865367,OLIVARI Y JIMENEZ LTDA.  ,PETROBRAS,El Quisco,Valparaíso
pe570501,1392.2766,Bulnes 26,-32.62610212,-70.71867496,DISTRIBUIDORA  COMBUSTIBLE S&J Ltda,PETROBRAS,Putaendo,Valparaíso
pe610101,1404.2894,Av. Kennedy 1601,-34.14568153,-70.74075758,SOCIEDAD COMERCIAL LOS CIPRESES LTDA.,PETROBRAS,Rancagua,Del Libertador Gral. Bernardo O’Higgins
pe610102,1391.4091,La Compañía 0353,-34.16552893,-70.71568161,Esmax Red Ltda,PETROBRAS,Rancagua,Del Libertador Gral. Bernardo O’Higgins
pe610103,1382.2285,Alameda Bdo. O´higgins 024,-34.1666874,-70.73405206,PETROBRAS CHILE RED LTDA 79706120-4 ,PETROBRAS,Rancagua,Del Libertador Gral. Bernardo O’Higgins
pe610104,1399.4324,A. San Juan 133,-34.17682002,-70.65785319,PETROBRAS CHILE RED LTDA,PETROBRAS,Rancagua,Del Libertador Gral. Bernardo O’Higgins
pe611201,1381.2727,Codao 601,-34.39094395,-71.16594672,SOCIEDAD COMERCIAL LOS CIPRESES LTDA.,PETROBRAS,Peumo,Del Libertador Gral. Bernardo O’Higgins
pe611501 ,1391.3,Panamericana Sur Km.118 0,-34.41720364,-70.88186324,DISTRIBUIDORA DEL LIBERTADOR SPA,PETROBRAS,Rengo,Del Libertador Gral. Bernardo O’Higgins
pe611502,1393.2439,Panamericana Sur km. 110,-34.35613818,-70.84588408,Jose Archibaldo Donoso Salech,PETROBRAS,Rengo,Del Libertador Gral. Bernardo O’Higgins
pe611503,1393.5581,CAUPOLICAN 67,-34.41022412,-70.85341398,SOCIEDAD COMERCIAL LOS CIPRESES LTDA.,PETROBRAS,Rengo,Del Libertador Gral. Bernardo O’Higgins
pe611701,1393.8879,Av. Germán Riesco 1890,-34.43556016,-71.08876079,Comercial Albano Ltda.- Rut  78.861.870-0,PETROBRAS,San Vicente,Del Libertador Gral. Bernardo O’Higgins
pe611702,1397.8485,"Camino Pelequén a Peumo, km. 17",-34.41261001,-71.12793446,SERVICIOS INTEGRALES HUELEMU SPA,PETROBRAS,San Vicente,Del Libertador Gral. Bernardo O’Higgins
pe620101,1327.7142,Ángel Gaete 708,-34.386725,-72.004773,Comercial Pichilemu Gustavo Nuñez Vilches E.I.R.L,PETROBRAS,Pichilemu,Del Libertador Gral. Bernardo O’Higgins
pe630102,1392.88,Av. Bdo. OHiggins 790,-34.58612493,-70.98502636,Prosercom SpA,PETROBRAS,San Fernando,Del Libertador Gral. Bernardo O’Higgins
pe630601,1319,Juan Guillermo Day S/N - Ruta 90 0,-34.57838706,-71.37963295,Comercial colchagua spa,PETROBRAS,Palmilla,Del Libertador Gral. Bernardo O’Higgins
pe631001,1322,Rafael Casanova 928,-34.64080827,-71.37620509,Comercial colchagua spa,PETROBRAS,Santa Cruz,Del Libertador Gral. Bernardo O’Higgins
pe710101 ,1351.0426,1 norte 17 oriente 2255,-35.42832776,-71.6414997,SOCIEDAD DISTRIBUIDORA DE COMBUSTIBLES CGO SPA,PETROBRAS,Talca,Del Maule
pe710102,1340.8182,Av. 2 Sur 1410 esq. 7 Oriente,-35.42937027,-71.65682316,CARLOS DE JESUS SOUSA,PETROBRAS,Talca,Del Maule
pe710103,1343,Av. Carlos Schorr 355,-35.4283212,-71.67145729,Soc. Urzua y Cia Ltda. // 76319714-K,PETROBRAS,Talca,Del Maule
pe710105,1351.317,11 Oriente 501 esquina 7 sur,-35.4350962,-71.65137291,CARLOS DE JESUS SOUSA,PETROBRAS,Talca,Del Maule
pe710106,1349.921,Avda. San Miguel 3210,-35.43465455,-71.62941255,URZUA Y COMPAÃ‘ÃA LIMITADA,PETROBRAS,Talca,Del Maule
pe720101,1368.6,Maipú 546,-35.96344908,-72.31262326,Esmax Red Limitada,ARAMCO,Cauquenes,Del Maule
pe730101,1390.4894,Manso de Velascoesq. Argomedo 423,-34.98640075,-71.23440742,Distribuidora de combustibles de Larderel Morandé Ltda.,PETROBRAS,Curicó,Del Maule
pe730401,1348.7805,Luis Cruz Martínez 1999,-35.111211,-71.287645,Comercial Aradi Spa,PETROBRAS,Molina,Del Maule
pe740101,1365.4117,Panamericana Sur km. 300,-35.83303203,-71.63396537,Gabriel Jimenez Martinelli,PETROBRAS,Linares,Del Maule
pe740102,1371.5278,Maipú 305,-35.8469696,-71.59908056,COMERCIAL BACRIVA SPA,SHELL,Linares,Del Maule
pe740401,1348.3914,Av. Dieciocho 559,-36.14172604,-71.82330251,Comercial Manuel Octavio Gutierrez Bravo E.I.R.L    76.868.306-9,PETROBRAS,Parral,Del Maule
pe740402,1388.375,Panamericana Sur km. 341,-36.13410552,-71.80699468,Carolina Inostroza Muñoz,PETROBRAS,Parral,Del Maule
pe810103,1366.8292,Av. Gral. Bonilla 1850,-36.81942438,-73.00703377,Soc. Com. Cotrocar Ltda.,PETROBRAS,Concepción,Del Biobío
pe810104,1375.2195,Camino a Penco 4638,-36.79627208,-73.02607208,Nibaldo Schonffeldt De Celis,PETROBRAS,Concepción,Del Biobío
pe810107,1383.2439,Av. Pedro A. Cerda 2155,-36.83738561,-73.11809063,Esmax Red Limitada,ARAMCO,San Pedro de la Paz,Del Biobío
